Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
9252726787,Earl Blumenauer,BLUMENAUER FOR CONGRESS,1000,80
103989377766379,Douglas Treisman for Fresno County Judge,Treisman for Judge 2020,1000,1
107026567542760,John Hidahl for Supervisor,Campaign to Elect John Hidahl Supervisor 2020,1000,2
269940959826522,Americans for Prosperity - Mississippi,AMERICANS FOR PROSPERITY,1000,2
9800035481,IndieWire,These ads ran without a disclaimer,1000,2
1266607793492739,"Godfrey Santos Plata for CA State Assembly, District 53","Plata for Assembly 2020, #ID1417528",1000,4
164829338692,Dr. Charles Schwertner,Texans for Charles Schwertner,1000,6
110311183830525,Bill Scanlon,Bill Scanlon for City Council 2020,1000,2
114620391900831,The Earth Institute,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",1000,37
1655902584658058,Comcast,These ads ran without a disclaimer,1000,1
106996877387956,Country Above Party,Country Above Party PAC,1000,1
100954708112820,Americans for Medicare Dental Coverage,Freeroots,1000,2
360277610554,Planned Parenthood Action Fund of New Jersey,Planned Parenthood Action Fund of New Jersey,1000,2
10760692978,World Hope International,World Hope International,1000,7
2130855643628595,CA Truckers Guild,California Truckers Guild,1000,2
368825127043259,Lynna Moen for District Court Judge,The Committee to Elect Lynna Moen,1000,7
465716407233759,Blue Squad,BLUE SQUAD INC.,1000,2
202578646485690,Senate Majority Fund,Senate Majority Fund,1000,14
1860766997527997,"Township of North Bergen, NJ",Township of North Bergen,1000,1
123068775760135,"Christopher Thompson for St. Lucie County Commissioner, District 3",Christopher James Thompson for St. Lucie County Commission District 3,1000,2
393478511078455,Biodiesel Coalition of Missouri,Biodiesel Coalition of Missouri,1000,8
109829550547514,Safe Victor Elementary Schools,"Safe Victor Elementary Schools - Yes on Measure D, FPPC# 1424233",1000,1
117641114435,First Aid Beauty,These ads ran without a disclaimer,1000,1
809098559256176,Congressman Ron Estes,Office of Congressman Ron Estes,999,2
309094279104553,Twelve Books,"Hachette Book Group, Inc.",999,29
104845836238949,World Animal Protection US,World Animal Protection,998,8
223635794750555,Rep. Mike Gallagher,the Office of Rep. Mike Gallagher,998,3
111388476991101,Re-Elect Stephen Shires for District Attorney,William Stephen Shires,998,12
1712647528997900,RALIANCE,RALIANCE,997,3
258893267616592,Florida Gun Rights,Florida Gun Rights,997,12
154288660614,Oregon Republican Party,Oregon Republican Party,997,17
6239388420,Arbor Day Foundation,NATIONAL ARBOR DAY FOUNDATION,996,17
112544880167,"Arizona Citizens Defense League, Inc.","Arizona Citizens Defense League, Inc.",996,17
864144046941445,Mike Vance for Constable 2020,Stephen Michael Vance,995,6
374352652811,New Jersey Senate Democrats,New Jersey Senate Democrats,995,15
1983690128350294,Judge Lisa Neubauer,Re-elect Judge Lisa Neubauer,995,1
107352814177662,Texas Realtors for Granger,National Association of REALTORS,995,8
2189966354657925,Spectrum News 1 Wisconsin,Spectrum News,994,6
2129392327099647,Toni Duran for City Council 2020,Toni Duran for San Diego City Council 2020,994,1
632543823464838,"Martin Heller Potempa & Sheppard, PLLC","Martin Heller Potempa & Sheppard, PLLC",994,9
1660659150840790,Chicago Unheard,Chicago Unheard,993,11
436812979748277,State Representative Jason Stephens,Stephens for Ohio,993,17
105584030847171,Gabe Quintanilla for Judge,Gabe Quintanilla Campaign,993,5
1255032701319962,Retire SMART LLC,These ads ran without a disclaimer,992,6
107545633933686,Delia Haak,Delia Haak for State Representative,991,7
559879564028583,Green Foothills,GREEN FOOTHILLS FOUNDATION DBA COMMITTEE FOR GREEN FOOTHILLS,990,4
841825669186798,Kevin Ruane,Kevin Ruane Campaign,990,10
103802730985337,Jack Wyman,JACK WYMAN FOR CONGRESS COMMITTEE,989,11
299411230135790,Ohio House GOP,HOUSE REPUBLICAN CAMPAIGN COMMITTEE,989,15
90072588167,Education Minnesota,EDUCATION MINNESOTA,988,4
101489494640761,Jared Vander Dussen,JARED FOR NEW MEXICO,988,15
349468919080643,Dr. Suleman Lalani for TX State House 26,Dr. Lalani for Texas,987,10
102287657927247,Trumpnoveltyshop,Rashad Jafarli,987,43
393260277371299,Assemblyman Jeffrey Dinowitz,Friends of Assemblyman Jeffrey Dinowitz,987,12
109031387199012,David Coulter,Friends of Dave Coulter,986,8
1088950287806118,Climate Hustle 2,CFACT,986,3
100146394731198,Ben Emard for Congress,BEN EMARD FOR CONGRESS,986,16
48570030993,The Lanier Law Firm,Grace Lamb,985,7
208484219182176,SLO County Democratic Party,SLO County Democratic Party,984,4
159608588411,Corinne Pierog,Committee to Elect Corinne Pierog,984,35
316948224666,Florida Health Care Association,Florida Health Care Association,983,64
213047252132555,Laurie Davies,Laurie Davies for State Assembly 2020 Campaign ID: 1397257,983,4
2070193213077524,Nashville Charter Collaborative,Nashville Charter Collaborative,983,12
102949077979078,Citizens for Effective Government,"Citizens for Effective Government, Inc. Not Authorized by Any Candidate or Candidate’s Agent or Committee",982,6
684267848682256,Leigh Altman for County Commission,Leigh Altman for County Commission,982,18
22978725268,Lutheran Social Service of MN,LUTHERAN SOCIAL SERVICE OF MINNESOTA,982,7
588740814550532,Feeding Northeast Florida,Regional Food Bank of Northeast Florida,982,14
110984637069365,Elliot Axelman for State Representative,Elliot Axelman,981,30
916305541854377,Marty Norman Live,Thomas Martin Norman,980,33
100679268000795,META for Providers,Caroline L Cerbus,980,10
880261035676501,Mike Parrish for Senate 2020,MIKE PARRISH FOR SENATE 2020,980,2
101831797915575,Alaskans for Impeachment of President Trump,Lois Nancy Epstein,980,21
271953073708695,National Senior Benefits,These ads ran without a disclaimer,980,1
111425730229763,Azam for Circuit Judge,Friends of Azam Nizamuddin for Judge,980,12
86599604085,Kentucky Chamber of Commerce,Kentucky Chamber of Commerce,979,5
1418352191733630,Kristen H. Hoyt for Comal County Tax Assessor-Collector,Kristen H Hoyt for Comal County Tax Assessor-Collector,978,44
2172253686141092,Sunshine State Approved Medicare Plans,Insurance Brokers Direct Inc.,978,8
278806658864439,Americans for Prosperity Illinois,AMERICANS FOR PROSPERITY,978,3
286290521529387,Gary S. Miliefsky,These ads ran without a disclaimer,978,4
158517184208081,Boulder County Democratic Party,Boulder County Democratic Party,977,1
567520036745628,Oklahomans for Criminal Justice Reform,Oklahomans for Criminal Justice Reform,977,6
1027215077342950,Kimberly Fitzpatrick Judge 342nd District Court,Kimberly Fitzpatrick Campaign,977,27
1377899069152090,Rep. Jonathon Hill,Jonathon Hill for SC House District 8,977,4
1511228472424811,IEPC,IEPC,977,4
445721128790124,Louisiana Sugarcane,These ads ran without a disclaimer,976,2
2446205918762779,Noemi Puntier for State Senate,Committee to Elect Noemi Puntier,976,9
104518547701045,Harry Knight - Candidate New Hanover County,Committee to Elect Harry Knight,976,9
1891288021119494,Supervisor Kathryn Barger,Los Angeles County Supervisor Kathryn Barger,976,11
723694947709649,Tom Patti County Supervisor,Tom Patti for Supervisor 2020,976,6
216285395371873,La Verne Proud,Proud Digital Media,976,60
101921551307179,Loughran for Sheriff,John Loughran,975,19
2816738878351202,Jonathan Q. Warren for Circuit Judge,Jonathan Q. Warren for Circuit Judge,975,8
107532554110080,What A Relief,Luis Enrique Pena,975,824
74619124430,American Himalayan Foundation,"AMERICAN HIMALAYAN FOUNDATION, THE",975,7
685251354980298,Kerri Lynch Quay for Recorder,Quay For Recorder,973,10
110371320486720,United Democrats for the 43rd,Responsible Leadership for a Better Community,973,6
228680660543026,Santa Cruz County Sheriff's Office,These ads ran without a disclaimer,973,1
655449214928714,Athena Hollins for State House,Athena Hollins for State Representative,973,17
173766252792202,Health Care Association of Michigan,Health Care Association of Michigan,973,7
1397714243876749,"Senator Patricia Rucker, 16th District West Virginia",Rucker for West Virginia,972,2
102030794590444,Anthony R. Morrow For District Court Judge,Anthony Ryan Morrow,972,15
104530824365420,Brian Smith for State Representative,Brian Smith 2020,972,37
202281636466702,Unseen,Unseen,972,24
119719648197099,City of Vallejo - Local Government,City of Vallejo,972,6
1415269502052075,Iowa Rural Power,Iowa Rural Power,971,19
102109671148056,Sherry DOTY for Circuit Clerk,Friends of Sherry Doty,971,5
108296363869602,The Space Coast Rocket,The Space Coast Rocket,971,20
1110108589164300,Jimcanovaassembly2020,Jim Canova for California State Assembly District 25,970,2
104059677748945,Teach Coalition,UNION OF ORTHODOX JEWISH CONGREGATIONS OF AMERICA,970,6
167842857168389,The Pressure People,The Pressure People,969,5
258648987534331,Sam Graves for Congress,GRAVES FOR CONGRESS,968,3
594519783957655,Citizens for National Security,Citizens For National Security,968,17
915445032137036,Amanda Makki for Congress,AMANDA MAKKI FOR CONGRESS,968,34
154374415297879,Pat Hackett for Congress,PAT HACKETT FOR CONGRESS,967,3
131412770358922,Colorado Fiscal Institute,Colorado Fiscal Institute,966,34
112842856909939,No Novato Tax,Tina Gale Mcmillan,965,28
794389460577831,ABOLISH Movement,These ads ran without a disclaimer,965,4
90492003348,MyFWC Florida Fish and Wildlife,Florida Fish and Wildlife Conservation Commission,965,4
250737171724,Wake County Democratic Party,Wake County Democratic Party,965,5
105943557468606,Stop the NCL Landfill,Stop the NCL Landfill,965,4
229108053793264,Suzanne Bonamici,BONAMICI FOR CONGRESS,964,77
307440559874378,Dry Bar Comedy Provo,These ads ran without a disclaimer,964,10
108505904007810,Clayton Fuller for Congress,CLAYTON FULLER FOR CONGRESS,964,3
103558181259057,Safe Auto Discounts,Alexis Travieso,962,611
100763837959572,Trump Pop-Up Shop,Jeremy Wayne Boyts,962,19
1709657975990391,Colorado Times Recorder,Colorado Times Recorder,962,55
140489796059672,The Set NYC,The Set NYC,962,49
203349263025339,Holly J. Mitchell for County Supervisor,Holly J. Mitchell for County Supervisor 2020,961,8
931707463555911,Peter Amundson,Amundson for City Council 2020,961,25
163707500319466,The Science Coalition,The Science Coalition,960,9
111678263668700,Dade Can Do Better,Accountability In Government,960,4
276356429949779,Utah for Pete Buttigieg,Jade James Velazquez,960,56
107352214178300,Scott Tuxbury,Tux for Montana,960,16
100366011477595,YES on E for Jurupa Students,"Citizens for Jurupa Students - YES on Measure E, FPPC# 1423372",960,6
175945406507308,Arkansas Overdose Program Don't Run Call 911,University of Arkansas Criminal Justice Institute,960,4
428924807715903,Stephanie 4 Marin,Moulton-Peters for Supervisor 2020,960,18
951278721679889,David D. Diamond for Judge 2020,Diamond for Judge,959,4
265251610146,Virginia League of Conservation Voters,These ads ran without a disclaimer,959,2
342249199276323,Trout Unlimited Alaska,"TROUT UNLIMITED, INC.",959,2
432512474007108,Thill For Auditor,Stephanie Leigh Thill,956,14
119493381509248,Weiers 2020,Clinton Wuffen,956,3
1643757559196160,Rail Customer Coalition,"AMERICAN CHEMISTRY COUNCIL, INC.",956,35
506760326025846,Easterseals SoCal,"EASTER SEALS SOUTHERN CALIFORNIA, INC.",955,15
153072008228906,Kieskompas - Election Compass,These ads ran without a disclaimer,954,7
156244721689692,Run With Ruby,Ruby Yvette Davis,954,11
357767468164047,Judge Ann Celine Walsh,Citizens to Elect Judge Ann Celine Walsh,954,6
466279197281062,Slay The Dragon,Magnolia Pictures,954,72
297281494147774,Good Morning Liberty Podcast,Good Morning Liberty,954,67
108993923772150,MeckCounts2020,These ads ran without a disclaimer,953,1
879987408869018,Arizona Speaker Series,Eminent Series Group,953,4
304058913005378,Senior and Disabled Concerns,Senior & Disabled Concerns,953,45
291475954304302,Free to Teach,Americans For Fair Treatment,952,48
190914847744335,MOST 529 Plan,These ads ran without a disclaimer,951,3
1016065898488972,Denny Hoskins,Citizens for Hoskins,951,4
102950803268,Food Bank of the Southern Tier,Food Bank of the Southern Tier,950,5
577743125592085,Republican Thinker,Republican Thinker,950,7
33023964506,Aeon,Aeon,950,12
2240750322857003,Homegrow Washington,Homegrow Washington,950,4
247050271998980,Kelly Hancock,Texans for Kelly Hancock,950,3
110805487014217,Strong Schools for Alameda,"Strong Schools for Alameda 2020 - Yes on A, FPPC# 1422449",950,2
1825495131075739,Amazon Frontlines,Alexander Merrim Goff,950,1
272083892815201,Randy Weber,WEBER FOR CONGRESS,950,12
125182621527545,Sarah McBride,Friends of Sarah McBride,949,31
143231745727722,Libertarianism.org,"CATO INSTITUTE, INC.",949,15
108740417231320,Hawaii Don't Buy Sex,Elizabeth Marie Rush,948,8
577464412695457,The Deplorables Tour,The Deplorables,948,5
148751772001862,Central Valley Progressive PAC,Central Valley Progressive PAC,947,12
136039559743116,Lava Lamp,These ads ran without a disclaimer,947,14
524301004579611,Tom Winter,WINTER FOR MONTANA,947,209
102548631287205,Keep America Great Coin 2020,Keep America Great Coin 2020,947,45
673019619376814,Judge Ryan Larson,Political advertising paid for by the Ryan Larson Campaign in compliance with the voluntary limits of the Judicial Campaign Fairness Act,946,7
151316191679387,UFCW Western States Council,UFCW Western States Council,946,10
674716296319159,Cody Petterson,Jonathan Cody Petterson,946,5
338855069522459,Im Tirtzu,Im Tirtzu,946,23
206232314836,Louisville Democrats,Louisville Democratic Party,945,13
120577444748443,Tire 59,These ads ran without a disclaimer,945,3
30533709057,Susan G. Komen Los Angeles County,Dimple H Thakkar,945,15
195388540623090,National Retiree Legislative Network,NRLN,945,1
339986879467028,Interact for Health,INTERACT FOR HEALTH,943,11
105798656188643,Mark Welch for State Representative 52nd District,Friends Of Mark Welch,943,8
102611561108161,Warren for Judge,Warren for Judge,942,12
171628432128,Clark County Education Association,Clark County Education Association,941,1
107920814027387,Jimmy Harless for Sheriff,Todd Malcolm Smith,941,32
385147951848482,Texas Freedom Caucus,Texas Freedom Caucus,941,10
923319854442901,Gary Burns for County Commissioner Precinct 3,Gary Burns for County Commissioner Precinct 3,940,20
1496982080569668,Thomas McCaffrey: Allstate Insurance,Allstate,940,1
104796740879587,theobamachicksbook,Pamela Jasper,940,17
81077233350,Sutherland Institute,These ads ran without a disclaimer,940,20
182732081922561,Representative Matt Shaheen,State Representative Matt Shaheen,940,15
153273731101,San Antonio ISD,San Antonio ISD,939,5
100571850070345,ASAP Tire,Daniel M Gersey,939,2﻿
114994916573293,CareForAllChildren,These ads ran without a disclaimer,939,12
310530312396144,Michigan Freedom Fund,Michigan Freedom Fund,936,3
105971907440608,Vince Santini,Vincenzo J Santini,936,4
237661036629350,Tracie Stafford for Assembly,Tracie Stafford For Assembly,935,5
299154100723079,Texas Pension Coalition,Texas Pension Coalition,935,28
467551213294628,Guy Reschenthaler,Guy For Congress Inc,934,2
372847379421329,"NeSmith Immigration Attorneys, LLC","NeSmith Immigration, LLC",934,5
115883606515801,Bob Good for Congress,Good for Congress,934,23
1750524931922821,Jolt Initiative,These ads ran without a disclaimer,934,2
100245164684067,E.C. Sykes for Secretary of State,E.C. Sykes for Secretary of State,933,8
135517496468893,Madison Gas and Electric,MADISON GAS AND ELECTRIC COMPANY,933,2
107928700595443,Lisa Forbes for Judge,Forbes for Judge,933,12
100318944827269,Amy Kennedy,AMY KENNEDY FOR CONGRESS,933,15
538965739798125,"Key Insurance Services, Inc.",These ads ran without a disclaimer,931,11
304516656955161,Team Trump Fan Club,I Love My Freedom,931,1
176386243508,North Dakota Democratic-NPL,North Dakota Democratic-NPL Party,930,3
112053950195158,Kent Scism for Senate,Scism for Senate,929,1
556344894736772,"New England, New Energy",Energy Media,929,19
100470114725701,WI4Patients,These ads ran without a disclaimer,929,5
305771790080461,Jim 2020,JIM 2020 COMMITTEE,929,6
155512689800,Global Footprint Network,Max Abe Pete,928,43
300125763392341,Bigger Pie Forum,Bigger Pie Forum,928,51
49095099209,Community Housing Partnership,COMMUNITY HOUSING PARTNERSHIP,928,86
83600052210,Citizens Count,Citizens Count,928,5
106862557517193,"James D. Edwards For Constable, Pct.2",James D. Edwards For Constable,928,55
100377271359430,Dr. Griffin for Tulsa School Board,Gerald Ray Griffin,927,52
403716816314673,Lee Saunders,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,926,15
588625544953917,Austin Clean Energy Alliance,These ads ran without a disclaimer,926,1
113957753316462,SVH - Action Fund,SV Home Action Fund,926,4
7853647391,FEE,"FOUNDATION FOR ECONOMIC EDUCATION, INC",925,9
238633462886816,Supporters of Judge Lou Olivera,Luis John Olivera,924,7
1400178520225929,Maryland Campaign for Liberty,Maryland Campaign for Liberty,924,6
840932896018826,Fran Manzelli Cape & Islands State Committee,Red Massachusetts Grassroots Action,924,3
2102809453136561,Term Limit Pledge,TermLimitPledge.Org,924,11
235439856474806,Food Bank of Iowa,Food Bank of Iowa,923,6
105815957612696,Elect Lyndon Yearick,Yearick for Delaware,923,2
100176738044735,Ohio Capital Journal,The Newsroom,922,40
110740242303537,CAVU,CAVU (Climate Advocates Voces Unidas),922,10
116015728417129,Michelle Mortensen,Committee to Elect Michelle Mortensen,921,51
106099904285597,Stop NY Flip Tax,Brett E Rosenblatt,921,6
78120879969,ACLU of Florida,ACLU of Florida,921,6
408829339846521,Lani Popp for SBOE,Lani Popp Campaign,921,6
